server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
1;2;2.0;9.0;1;4;6.0;7.0
2;6;6.0;25.0;2;11;19.0;19.0
0;7;7.0;25.0;5;0;17.0;18.0
3;7;7.0;36.0;7;26;28.0;29.0
8;7;7.0;21.0;4;20;16.0;14.0
9;7;7.0;30.0;6;6;21.0;23.0
10;7;7.0;19.0;8;1;13.0;12.0
4;8;8.0;22.0;10;16;13.0;14.0
12;8;8.0;34.0;9;24;28.0;26.0
13;9;9.0;12.0;12;8;3.0;3.0
16;9;9.0;17.0;11;21;6.0;8.0
17;10;10.0;13.0;15;28;5.0;3.0
15;10;10.0;23.0;16;24;15.0;13.0
1;10;10.0;42.0;17;7;26.0;32.0
18;10;11.285056952140105;25.285056952140103;18;1;16.0;13.999999999999998
13;10;12.0;27.0;14;3;15.0;15.0
14;10;12.86128994913511;26.86128994913511;13;10;12.0;14.0
17;13;13.0;45.0;20;15;29.0;32.0
6;14;14.0;23.0;22;29;8.0;9.0
5;14;15.488358695490312;19.488358695490312;21;16;3.0;4.0
19;17;17.0;26.0;23;27;8.0;9.0
16;17;17.0;20.0;25;25;4.0;3.0
10;18;19.0;32.0;26;13;13.0;13.0
7;18;19.12773693369058;54.127736933690585;27;3;29.0;35.0
5;17;19.488358695490312;27.488358695490312;24;14;8.0;8.0
11;22;22.0;31.0;28;4;11.0;9.0
6;25;25.0;44.0;31;27;22.0;19.0
16;25;25.0;45.0;32;20;21.0;20.0
15;25;25.0;44.0;33;4;22.0;19.0
8;25;25.0;41.0;34;16;16.0;16.0
4;25;25.0;38.0;35;10;12.0;13.0
0;25;25.0;28.0;37;21;4.0;3.0
2;25;25.0;26.0;36;0;2.0;1.0
18;25;25.285056952140103;39.2850569521401;29;16;14.0;14.0
19;26;26.0;37.0;40;9;12.0;11.0
2;26;26.0;35.0;41;22;7.0;9.0
14;26;26.86128994913511;54.86128994913511;38;0;28.0;28.000000000000004
13;26;27.0;42.0;39;28;13.0;15.0
5;25;27.488358695490312;38.48835869549031;30;19;10.0;11.0
0;28;28.0;46.0;43;7;17.0;18.0
9;28;30.0;59.0;46;29;29.0;29.0
11;28;31.0;51.0;47;21;21.0;20.0
3;28;36.0;52.0;45;17;18.0;16.0
19;28;37.0;66.0;42;7;28.0;29.0
4;28;38.0;42.0;44;12;6.0;4.0
5;34;38.48835869549031;57.48835869549031;71;3;18.0;19.0
18;34;39.2850569521401;53.2850569521401;74;24;14.0;14.0
4;41;42.0;49.0;85;26;7.0;7.0
13;33;42.0;57.0;58;3;15.0;15.0
1;42;42.0;73.0;90;20;28.0;31.0
6;34;44.0;60.0;72;19;15.0;16.0
15;38;44.0;64.0;82;16;21.0;20.0
16;28;45.0;72.0;48;24;25.0;27.0
17;29;45.0;47.0;49;8;4.0;2.0
10;29;45.1340428166596;58.1340428166596;51;20;14.0;13.0
0;30;46.0;47.0;52;5;1.0;1.0
17;30;47.0;75.0;53;27;29.0;28.0
0;30;47.0;69.0;54;10;19.0;22.0
2;33;47.20407785319874;75.20407785319874;56;19;26.0;28.0
4;48;49.0;65.0;98;17;15.0;16.0
12;33;49.50027637744521;64.5002763774452;57;10;12.0;14.999999999999993
11;50;51.0;77.0;102;20;28.0;26.0
3;33;52.0;67.0;59;9;14.0;15.0
18;33;53.2850569521401;69.28505695214011;60;8;18.0;16.000000000000007
7;33;54.127736933690585;61.127736933690585;64;7;7.0;7.0
14;33;54.86128994913511;55.86128994913511;65;29;2.0;1.0
