server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
0;1;1.0;19.0;0;22;20.0;18.0
2;1;1.0;24.0;1;11;21.0;23.0
3;1;1.0;18.0;3;27;17.0;17.0
5;1;1.0;21.0;2;7;18.0;20.0
8;2;2.0;6.0;4;20;5.0;4.0
11;3;3.0;22.0;7;22;18.0;19.0
13;3;3.0;13.0;6;25;8.0;10.0
18;3;3.0;32.0;5;4;26.0;29.0
19;6;6.0;9.0;9;23;4.0;3.0
14;6;6.0;21.0;10;21;16.0;15.0
15;6;6.0;29.0;8;28;20.0;23.0
8;6;6.0;22.0;11;28;14.0;16.0
19;9;9.0;23.0;13;18;13.0;14.0
12;11;11.716844543554291;37.71684454355429;17;27;29.0;25.999999999999996
16;10;11.843481886366718;31.843481886366718;14;7;23.0;20.0
13;11;13.0;33.0;15;27;19.0;20.0
9;9;13.361881852248718;33.361881852248715;12;17;18.0;19.999999999999996
4;11;13.581289042283384;33.58128904228339;16;2;22.0;20.000000000000004
10;11;14.214978850719712;37.21497885071971;19;21;22.0;23.0
7;15;16.307257728219486;45.30725772821948;21;26;27.0;28.999999999999996
6;11;16.991647393337455;23.991647393337455;18;18;8.0;7.0
3;18;18.0;38.0;28;19;20.0;20.0
0;18;19.0;24.0;29;2;6.0;5.0
14;21;21.0;36.0;40;21;16.0;15.0
5;21;21.0;31.0;36;20;9.0;10.0
17;20;21.14667827525028;23.14667827525028;34;17;1.0;2.0
8;19;22.0;42.0;31;0;21.0;20.0
19;17;23.0;53.0;24;20;29.0;30.0
17;21;23.14667827525028;36.14667827525028;35;28;14.0;13.0
6;21;23.991647393337455;52.99164739333746;39;14;28.0;29.000000000000004
0;24;24.0;41.0;45;13;19.0;17.0
2;24;24.0;39.0;43;20;17.0;15.0
1;25;26.331373533500532;40.33137353350053;46;20;11.0;14.0
15;28;29.0;34.0;49;29;5.0;5.0
5;28;31.0;32.0;51;16;3.0;1.0
16;29;31.843481886366718;44.84348188636672;52;3;12.0;13.0
18;27;32.0;33.0;48;21;1.0;1.0
5;20;32.0;42.0;32;23;7.0;10.0
18;17;33.0;52.0;25;9;20.0;19.0
13;27;33.0;42.0;47;4;11.0;9.0
9;24;33.361881852248715;47.361881852248715;44;27;14.0;14.0
4;17;33.58128904228339;50.58128904228339;27;9;18.0;17.0
15;34;34.0;62.0;57;23;25.0;28.0
14;35;36.0;48.0;62;1;6.0;12.0
17;36;36.14667827525028;37.14667827525028;74;13;3.0;1.0
17;34;37.14667827525028;57.14667827525028;56;8;21.0;20.0
10;37;37.21497885071971;62.21497885071971;80;22;24.0;25.0
12;35;37.71684454355429;47.71684454355429;69;22;13.0;10.0
3;36;38.0;45.0;75;25;6.0;7.0
2;35;39.0;44.0;64;25;7.0;5.0
1;39;40.33137353350053;61.33137353350053;86;29;19.0;21.0
0;41;41.0;58.0;88;0;17.0;17.0
13;38;42.0;59.0;82;29;18.0;17.0
8;35;42.0;52.0;65;29;10.0;10.0
5;36;42.0;44.0;73;3;2.0;2.0
11;35;42.2272631917373;47.2272631917373;66;24;4.0;5.0
2;37;44.0;46.0;78;2;7.0;2.0
5;35;44.0;55.0;68;24;12.0;11.0
16;35;44.84348188636672;45.84348188636672;70;1;2.0;1.0
3;34;45.0;57.0;58;24;11.0;12.0
7;44;45.30725772821948;48.30725772821948;89;6;3.0;3.0
16;38;45.84348188636672;56.84348188636672;84;28;13.0;11.0
2;37;46.0;63.0;81;6;19.0;17.0
11;47;47.2272631917373;73.22726319173731;97;6;25.0;26.000000000000007
9;47;47.361881852248715;56.361881852248715;94;19;8.0;9.0
12;47;47.71684454355429;56.71684454355429;90;22;13.0;9.0
14;37;48.0;52.0;77;12;5.0;4.0
7;35;48.30725772821948;70.30725772821948;67;28;20.0;22.0
4;50;50.58128904228339;72.58128904228339;102;0;23.0;22.0
14;50;52.0;61.0;98;13;9.0;9.0
18;50;52.0;77.0;101;17;24.0;25.0
8;50;52.0;62.0;108;14;10.0;10.0
6;51;52.99164739333746;59.99164739333746;109;18;8.0;7.0
19;50;53.0;59.0;104;23;4.0;6.0
5;50;55.0;63.0;106;28;9.0;8.0
9;55;56.361881852248715;63.361881852248715;119;0;6.0;7.0
12;50;56.71684454355429;84.71684454355429;99;11;27.0;28.0
16;50;56.84348188636672;57.84348188636672;107;1;2.0;1.0
3;51;57.0;70.0;110;24;11.0;13.0
17;50;57.14667827525028;61.14667827525028;105;16;4.0;4.0
16;38;57.84348188636672;66.84348188636672;83;10;9.0;9.0
0;58;58.0;87.0;125;16;28.0;29.0
19;58;59.0;82.0;123;22;24.0;23.0
13;38;59.0;63.0;85;10;5.0;4.0
6;34;59.99164739333746;62.99164739333746;53;16;2.0;3.0
14;60;61.0;83.0;127;22;22.0;22.0
17;61;61.14667827525028;63.14667827525028;132;29;3.0;2.0
1;60;61.33137353350053;74.33137353350054;129;20;11.0;13.000000000000007
15;62;62.0;77.0;137;18;13.0;15.0
8;62;62.0;78.0;133;4;16.0;16.0
10;62;62.21497885071971;78.21497885071972;136;25;18.0;16.000000000000007
6;62;62.99164739333746;63.99164739333746;135;11;3.0;1.0
13;63;63.0;79.0;142;0;15.0;16.0
2;63;63.0;70.0;139;2;7.0;7.0
5;63;63.0;80.0;144;25;16.0;17.0
