server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
1;0;0.0;19.0;4;24;19.0;19.0
2;0;0.0;23.0;2;0;23.0;23.0
3;0;0.0;9.0;3;24;10.0;9.0
4;0;0.0;3.0;1;13;3.0;3.0
5;0;0.0;17.0;5;16;17.0;17.0
6;0;0.0;24.0;0;17;19.0;24.0
7;1;1.0;15.0;6;12;15.0;14.0
8;1;1.0;8.0;7;1;7.0;7.0
9;4;4.0;7.0;10;8;3.0;3.0
10;4;4.0;5.0;14;29;1.0;1.0
11;4;4.0;8.0;9;11;4.0;4.0
14;4;4.0;27.0;15;2;23.0;23.0
15;4;4.0;18.0;8;12;14.0;14.0
4;4;4.0;7.0;12;13;3.0;3.0
10;5;5.0;21.0;16;26;17.0;16.0
17;5;5.35580238426793;10.35580238426793;17;12;5.0;5.0
16;4;5.757054166153331;12.757054166153331;13;13;8.0;7.0
9;4;7.0;18.0;11;4;11.0;11.0
11;8;8.0;16.0;22;1;9.0;8.0
4;8;8.0;38.0;19;25;28.0;30.0
8;8;8.0;15.0;21;2;5.0;7.0
13;8;8.979679363740752;29.97967936374075;18;29;21.0;21.0
3;9;9.0;17.0;26;24;10.0;8.0
18;9;9.484433782538762;28.484433782538762;25;20;21.0;19.0
17;8;10.35580238426793;13.35580238426793;23;12;5.0;3.0
0;11;11.22743157782592;31.227431577825918;29;13;20.0;20.0
16;11;12.757054166153331;34.75705416615333;30;17;21.0;22.0
17;11;13.35580238426793;21.355802384267932;31;3;8.0;8.000000000000002
7;15;15.0;28.0;34;20;13.0;13.0
19;15;15.603602196885694;36.603602196885696;33;3;21.0;21.0
11;15;16.0;32.0;36;12;14.0;16.0
3;17;17.0;23.0;37;29;5.0;6.0
5;14;17.0;43.0;32;13;23.0;26.0
12;11;17.057357923267507;24.057357923267507;28;23;7.0;7.0
9;9;18.0;32.0;24;23;15.0;14.0
15;9;18.0;19.0;27;5;3.0;1.0
15;19;19.0;37.0;38;2;18.0;18.0
1;19;19.0;35.0;39;11;15.0;16.0
10;21;21.0;34.0;40;4;13.0;13.0
17;21;21.355802384267932;24.355802384267932;41;6;2.0;3.0
2;23;23.0;33.0;43;22;11.0;10.0
3;23;23.0;30.0;44;21;10.0;7.0
6;24;24.0;39.0;45;11;14.0;15.0
