server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
0;2;2.0;31.0;0;7;28.0;29.0
1;2;2.0;17.0;3;0;18.0;15.0
2;2;2.0;6.0;1;9;5.0;4.0
3;2;2.0;8.0;2;27;6.0;6.0
4;3;3.0;10.0;6;7;5.0;7.0
5;3;3.0;16.0;4;9;14.0;13.0
7;3;3.0;5.0;5;3;1.0;2.0
8;4;4.0;16.0;7;0;12.0;12.0
9;4;4.0;26.0;9;28;19.0;22.0
10;4;4.0;5.0;8;2;1.0;1.0
16;4;4.0;31.0;10;6;29.0;27.0
12;4;4.0;11.0;11;17;7.0;7.0
13;5;5.0;23.0;13;24;18.0;18.0
14;5;5.0;29.0;12;23;23.0;24.0
10;6;6.0;9.0;18;3;3.0;3.0
7;6;6.0;12.0;17;6;5.0;6.0
2;6;6.0;14.0;15;29;7.0;8.0
18;6;6.466390216034256;38.466390216034256;16;9;28.0;32.0
3;7;8.0;13.0;19;18;5.0;5.0
10;7;9.0;26.0;20;15;16.0;17.0
4;10;10.0;19.0;22;11;3.0;9.0
15;10;10.056857419146336;37.05685741914634;21;2;24.0;27.000000000000004
12;11;11.0;17.0;29;24;6.0;6.0
7;11;12.0;30.0;24;21;18.0;18.0
11;11;12.594844046298839;15.594844046298839;28;29;3.0;3.0
3;13;13.0;20.0;31;27;6.0;7.0
2;11;14.0;39.0;30;23;23.0;25.0
17;15;15.325299927303941;33.325299927303945;34;5;17.0;18.000000000000004
11;13;15.594844046298839;35.59484404629884;32;26;20.0;20.0
8;11;16.0;18.0;25;20;2.0;2.0
5;11;16.0;31.0;27;10;15.0;15.0
12;15;17.0;25.0;33;20;7.0;8.0
1;11;17.0;26.0;26;24;8.0;9.0
8;18;18.0;29.0;38;17;10.0;11.0
4;18;19.0;24.0;36;26;2.0;5.0
6;18;19.122492658826218;25.122492658826218;35;19;3.0;6.0
3;20;20.0;28.0;39;2;9.0;8.0
19;18;21.80438533635339;46.80438533635339;37;20;25.0;25.0
13;6;23.0;38.0;14;8;16.0;15.0
6;26;26.0;38.0;40;27;11.0;12.0
4;26;26.0;30.0;41;7;5.0;4.0
10;26;26.0;50.0;42;14;24.0;24.0
12;29;29.0;39.0;43;20;7.0;10.0
9;31;31.0;34.0;45;17;2.0;3.0
1;31;31.0;38.0;44;8;6.0;7.0
17;34;34.0;56.0;46;1;25.0;22.0
14;35;35.0;51.0;49;16;16.0;16.0
4;35;35.0;54.0;48;13;22.0;19.0
8;35;35.0;61.0;47;15;26.0;26.0
11;37;37.0;62.0;50;8;26.0;25.0
9;37;37.0;40.0;51;17;2.0;3.0
3;37;37.0;54.0;54;13;20.0;17.0
7;37;37.0;60.0;52;16;24.0;23.0
16;37;37.0;66.0;53;20;28.0;29.0
6;38;38.0;43.0;56;0;6.0;5.0
5;38;38.0;52.0;55;22;14.0;14.0
0;38;38.0;61.0;57;29;20.0;23.0
1;39;39.0;65.0;59;12;27.0;26.0
12;39;39.0;65.0;58;10;24.0;26.0
9;40;40.0;53.0;60;6;14.0;13.0
13;41;41.0;51.0;64;28;11.0;10.0
2;41;41.0;50.0;63;25;9.0;9.0
6;42;43.0;44.0;65;2;1.0;1.0
6;42;44.0;57.0;66;1;12.0;13.0
19;46;46.80438533635339;49.80438533635339;69;18;3.0;3.0
19;47;49.80438533635339;68.80438533635339;72;17;19.0;19.0
10;50;50.0;73.0;76;28;24.0;23.0
2;47;50.0;65.0;70;0;15.0;15.0
14;51;51.0;71.0;80;22;19.0;20.0
13;46;51.0;60.0;67;14;9.0;9.0
5;52;52.0;55.0;82;25;5.0;3.0
9;53;53.0;69.0;84;22;16.0;16.0
3;53;54.0;58.0;86;12;7.0;4.0
4;47;54.0;78.0;71;5;26.0;24.0
15;50;54.11850165457355;78.11850165457355;78;2;24.0;24.0
5;55;55.0;79.0;89;15;23.0;24.0
18;55;55.95530916863265;73.95530916863265;88;5;14.0;18.0
17;56;56.0;58.0;97;4;2.0;2.0
6;55;57.0;83.0;91;7;23.0;26.0
17;58;58.0;82.0;99;6;23.0;24.0
3;58;58.0;62.0;100;28;4.0;4.0
7;59;60.0;83.0;103;16;24.0;23.0
13;59;60.0;80.0;104;22;20.0;20.0
8;61;61.0;78.0;105;18;16.0;17.0
0;61;61.0;78.0;106;2;19.0;17.0
11;62;62.0;73.0;111;25;13.0;11.0
3;61;62.0;65.0;108;28;4.0;3.0
3;55;65.0;75.0;90;2;9.0;10.0
1;55;65.0;67.0;93;29;2.0;2.0
12;61;65.0;87.0;107;29;21.0;22.0
2;58;65.0;89.0;101;5;24.0;24.0
16;66;66.0;79.0;112;16;14.0;13.0
1;67;67.0;77.0;115;26;11.0;10.0
19;66;68.80438533635339;79.80438533635339;113;5;11.0;11.0
9;52;69.0;73.0;83;17;2.0;4.0
14;70;71.0;80.0;120;21;9.0;9.0
11;73;73.0;93.0;124;26;20.0;20.0
9;70;73.0;80.0;118;15;11.0;7.0
10;47;73.0;103.0;75;26;27.0;30.0
18;73;73.95530916863265;86.95530916863265;125;7;13.0;13.0
8;77;78.0;102.0;139;6;24.0;24.0
4;77;78.0;106.0;133;1;26.0;28.0
0;77;78.0;100.0;135;18;21.0;22.0
15;77;78.11850165457355;88.11850165457355;141;14;12.0;10.0
16;77;79.0;96.0;136;28;15.0;17.0
5;76;79.0;98.0;132;2;20.0;19.0
19;77;79.80438533635339;83.80438533635339;138;15;6.0;4.0
9;80;80.0;103.0;142;9;24.0;23.0
14;50;80.0;83.0;79;26;5.0;3.0
13;74;80.0;83.0;129;26;1.0;3.0
17;82;82.0;113.0;143;26;27.0;31.0
6;77;83.0;102.0;137;26;21.0;19.0
14;73;83.0;92.0;122;1;14.0;9.0
7;70;83.0;87.0;119;4;5.0;4.0
13;73;83.0;93.0;123;23;10.0;10.0
19;74;83.80438533635339;94.80438533635339;127;5;11.0;11.0
18;86;86.95530916863265;91.95530916863265;146;19;6.0;5.0
7;86;87.0;109.0;145;8;22.0;22.0
12;77;87.0;96.0;134;17;7.0;9.0
15;88;88.11850165457355;109.11850165457355;147;4;24.0;21.0
2;75;89.0;95.0;131;9;5.0;6.0
18;88;91.95530916863265;97.95530916863265;149;19;6.0;6.0
14;55;92.0;109.0;87;16;16.0;17.0
11;47;93.0;99.0;73;10;4.0;6.0
13;62;93.0;111.0;109;6;17.0;18.0
19;94;94.80438533635339;117.80438533635339;151;27;22.0;23.0
2;95;95.0;117.0;156;4;23.0;22.0
16;95;96.0;106.0;153;4;10.0;10.0
12;95;96.0;116.0;157;2;19.0;20.0
18;95;97.95530916863265;116.95530916863265;152;29;18.0;19.0
5;95;98.0;101.0;154;1;2.0;3.0
11;99;99.0;122.0;161;18;23.0;23.0
0;100;100.0;124.0;163;26;19.0;24.0
5;94;101.0;110.0;150;5;9.0;9.0
3;95;101.71498870323471;119.71498870323471;155;5;20.0;18.0
6;102;102.0;117.0;165;22;15.0;15.0
8;102;102.0;123.0;167;28;21.0;21.0
9;102;103.0;107.0;166;4;2.0;4.0
10;102;103.0;123.0;164;7;19.0;20.0
4;106;106.0;120.0;173;23;13.0;14.0
9;107;107.0;116.0;174;29;9.0;9.0
14;106;109.0;129.0;172;25;18.0;20.0
7;105;109.0;112.0;169;14;3.0;3.0
15;105;109.11850165457355;121.11850165457355;168;16;13.0;12.0
5;110;110.0;124.0;176;9;14.0;14.0
13;111;111.0;116.0;180;19;6.0;5.0
7;111;112.0;127.0;182;12;16.0;15.0
17;111;113.0;114.0;177;29;3.0;1.0
17;112;114.0;141.0;184;26;27.0;27.0
9;116;116.0;134.0;188;28;19.0;18.0
12;116;116.0;132.0;189;28;16.0;16.0
13;111;116.0;120.0;179;19;6.0;4.0
18;116;116.95530916863265;130.95530916863265;187;7;13.0;14.0
6;117;117.0;129.0;190;13;12.0;12.0
2;117;117.0;129.0;192;22;12.0;12.0
19;117;117.80438533635339;126.80438533635339;191;1;9.0;9.0
3;119;119.71498870323471;148.71498870323472;201;8;27.0;29.000000000000014
4;120;120.0;128.0;203;11;3.0;8.0
13;120;120.0;136.0;202;10;14.0;16.0
15;121;121.11850165457355;131.11850165457355;205;26;6.0;10.0
11;122;122.0;142.0;206;28;21.0;20.0
16;122;122.3687234175222;150.3687234175222;207;6;29.0;28.0
8;123;123.0;136.0;210;1;12.0;13.0
10;118;123.0;136.0;194;13;13.0;13.0
5;123;124.0;131.0;209;29;7.0;7.0
0;118;124.0;143.0;196;2;19.0;19.0
19;126;126.80438533635339;136.8043853363534;212;14;11.0;10.0
7;127;127.0;131.0;224;18;3.0;4.0
4;127;128.0;151.0;225;18;21.0;23.0
6;129;129.0;143.0;238;10;16.0;14.0
14;128;129.0;148.0;236;20;19.0;19.0
2;127;129.0;137.0;222;25;9.0;8.0
18;127;130.95530916863265;131.95530916863265;233;14;2.0;1.0
7;127;131.0;153.0;226;8;22.0;22.0
15;130;131.11850165457355;142.11850165457355;250;14;12.0;11.0
18;129;131.95530916863265;143.95530916863265;242;11;10.0;12.0
12;132;132.0;139.0;252;17;7.0;7.0
5;130;133.86832225968902;162.86832225968902;249;24;28.0;29.0
9;129;134.0;149.0;247;13;12.0;15.0
8;126;136.0;143.0;215;25;7.0;7.0
13;127;136.0;147.0;221;25;12.0;11.0
10;127;136.0;148.0;217;22;12.0;12.0
19;128;136.8043853363534;151.8043853363534;235;25;11.0;15.0
