server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
0;0;0.0;16.0;1;1;16.0;16.0
2;0;0.0;27.0;2;10;25.0;27.0
3;1;1.0;9.0;6;1;9.0;8.0
5;1;1.0;7.0;7;25;3.0;6.0
7;1;1.0;14.0;3;14;13.0;13.0
8;1;1.0;12.0;4;18;12.0;11.0
10;1;1.0;2.0;5;10;1.0;1.0
11;2;2.0;20.0;8;4;18.0;18.0
14;3;3.0;15.0;9;10;10.0;12.0
15;3;3.0;23.0;10;16;19.0;20.0
16;3;3.0;10.0;12;14;7.0;7.0
18;3;3.0;4.0;14;26;2.0;1.0
19;3;3.0;7.0;13;1;2.0;4.0
10;3;3.0;22.0;11;21;17.0;19.0
12;4;4.0;16.0;15;6;10.0;12.0
18;5;5.0;7.0;16;14;1.0;2.0
1;5;6.83434003204362;7.83434003204362;17;23;2.0;1.0
18;5;7.0;34.0;18;5;27.0;27.0
19;6;7.0;9.0;20;1;2.0;2.0
5;5;7.0;12.0;19;3;6.0;5.0
1;10;10.0;20.0;24;22;9.0;10.0
19;10;10.0;33.0;23;22;24.0;23.0
16;10;10.0;16.0;22;23;7.0;6.0
3;10;10.0;32.0;21;19;21.0;22.0
9;11;11.0;12.0;27;23;7.0;1.0
6;11;11.666234194732494;34.666234194732496;28;14;24.0;23.0
9;11;12.0;19.0;25;16;8.0;7.0
8;11;12.0;15.0;29;10;3.0;3.0
5;11;12.0;33.0;26;24;24.0;21.0
7;14;14.0;15.0;33;13;1.0;1.0
4;13;14.05674156290746;21.05674156290746;32;23;10.0;7.000000000000002
14;15;15.0;22.0;36;13;7.0;7.0
8;15;15.0;33.0;35;12;17.0;18.0
7;13;15.0;23.0;30;2;8.0;8.0
13;15;15.699266526282946;36.69926652628295;34;20;22.0;21.0
12;15;16.0;42.0;37;21;26.0;26.0
17;17;17.0;33.0;38;1;16.0;16.0
16;17;17.0;43.0;40;20;25.0;26.0
0;17;17.0;30.0;39;11;13.0;13.0
9;18;19.0;34.0;42;10;15.0;15.0
1;20;20.0;48.0;45;3;26.0;28.0
11;20;20.0;39.0;44;1;24.0;19.0
4;20;21.05674156290746;50.05674156290746;46;13;28.0;29.0
14;20;22.0;38.0;47;25;17.0;16.0
10;20;22.0;48.0;43;4;29.0;26.0
15;23;23.0;24.0;51;14;1.0;1.0
7;23;23.0;46.0;49;15;23.0;23.0
15;21;24.0;50.0;48;4;25.0;26.0
2;27;27.0;43.0;53;4;10.0;16.0
0;28;30.0;52.0;56;27;22.0;22.0
3;32;32.0;43.0;64;22;9.0;11.0
17;29;33.0;52.0;58;21;19.0;19.0
8;28;33.0;52.0;55;12;17.0;19.0
5;32;33.0;56.0;65;14;24.0;23.0
9;32;34.0;48.0;67;11;17.0;14.0
