server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
0;1;1.0;22.0;1;14;21.0;21.0
2;1;1.0;7.0;0;10;4.0;6.0
5;4;4.0;32.0;3;12;27.0;28.0
6;4;4.0;22.0;2;1;18.0;18.0
7;4;4.0;5.0;4;28;2.0;1.0
10;5;5.0;21.0;5;2;14.0;16.0
12;7;7.0;8.0;9;3;2.0;1.0
13;7;7.0;15.0;6;23;8.0;8.0
15;7;7.0;22.0;7;19;15.0;15.0
16;7;7.0;26.0;8;10;20.0;19.0
14;12;12.0;14.0;13;15;2.0;2.0
19;12;12.0;21.0;12;26;15.0;9.0
12;12;12.0;22.0;11;4;10.0;10.0
7;13;13.0;23.0;14;23;11.0;10.0
2;13;13.0;33.0;15;11;19.0;20.0
14;13;14.0;40.0;16;21;27.0;26.0
1;17;17.0;34.0;17;22;19.0;17.0
9;18;18.0;27.0;21;2;9.0;9.0
3;18;18.0;44.0;19;23;25.0;26.0
4;18;18.0;20.0;18;18;1.0;2.0
13;18;18.0;41.0;20;11;23.0;23.0
8;19;19.184290053069795;37.184290053069795;23;23;18.0;18.0
4;19;20.0;32.0;22;29;11.0;12.0
19;22;22.0;30.0;24;6;9.0;8.0
12;22;22.0;28.0;25;23;6.0;6.0
11;23;23.0;34.0;26;2;11.0;11.0
7;23;23.0;31.0;27;16;8.0;8.0
15;23;23.0;47.0;28;21;24.0;24.0
17;25;25.0;27.0;30;5;3.0;2.0
10;25;25.0;32.0;29;26;7.0;7.0
17;27;27.0;31.0;32;22;7.0;4.0
9;27;27.0;36.0;33;2;9.0;9.0
6;27;27.0;32.0;31;6;5.0;5.0
0;27;27.0;50.0;34;3;23.0;23.0
12;29;29.0;45.0;36;11;17.0;16.0
19;30;30.0;51.0;40;5;22.0;21.0
18;30;30.542408903711227;45.54240890371123;39;28;17.0;15.0
17;31;31.0;37.0;41;29;4.0;6.0
7;29;31.0;32.0;37;4;1.0;1.0
4;32;32.0;58.0;44;9;26.0;26.0
7;32;32.0;35.0;46;28;2.0;3.0
10;32;32.0;37.0;45;14;4.0;5.0
6;32;32.0;40.0;43;15;8.0;8.0
5;29;32.0;40.0;35;17;8.0;8.0
2;32;33.0;38.0;48;1;7.0;5.0
