server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
0;1;1.0;25.0;1;25;24.0;24.0
1;1;1.0;28.0;0;5;27.0;27.0
5;2;2.0;8.0;3;20;5.0;6.0
6;2;2.0;18.0;6;17;14.0;16.0
8;2;2.0;28.0;2;27;27.0;26.0
9;7;7.0;14.0;7;12;6.0;7.0
10;7;7.0;36.0;8;20;29.0;29.0
11;8;8.0;18.0;9;27;11.0;10.0
3;9;9.0;32.0;11;23;26.0;23.0
7;9;9.0;23.0;12;23;15.0;14.0
12;9;9.0;26.0;10;5;20.0;17.0
13;11;11.0;35.0;16;13;26.0;24.0
14;11;11.0;22.0;14;9;11.0;11.0
15;11;11.0;33.0;13;8;21.0;22.0
16;11;11.0;15.0;15;3;2.0;4.0
17;12;12.0;37.0;18;22;25.0;25.0
18;12;12.0;34.0;17;11;22.0;22.0
19;13;13.0;37.0;19;27;24.0;24.0
5;14;14.0;17.0;22;8;2.0;3.0
9;14;14.0;34.0;20;5;21.0;20.0
4;14;14.07748100020852;16.077481000208522;21;22;1.0;2.0000000000000018
16;14;15.0;39.0;23;10;27.0;24.0
4;16;16.077481000208522;18.077481000208522;27;22;1.0;2.0
5;16;17.0;24.0;28;15;9.0;7.0
11;16;18.0;28.0;29;24;10.0;10.0
6;16;18.0;24.0;31;6;4.0;6.0
4;16;18.077481000208522;28.077481000208522;32;10;10.0;10.0
14;18;22.0;47.0;33;22;27.0;25.0
7;19;23.0;47.0;35;8;24.0;24.0
5;21;24.0;46.0;36;3;25.0;22.0
6;21;24.0;29.0;37;27;5.0;5.0
0;21;25.0;38.0;38;26;13.0;13.0
2;23;25.480277210650172;41.48027721065017;39;18;13.0;16.0
12;23;26.0;40.0;40;21;14.0;14.0
11;16;28.0;35.0;26;2;9.0;7.0
8;23;28.0;56.0;41;22;28.0;28.0
1;24;28.0;38.0;42;27;9.0;10.0
4;27;28.077481000208522;42.07748100020852;43;4;15.0;14.0
6;27;29.0;36.0;45;12;7.0;7.0
3;16;32.0;33.0;24;24;1.0;1.0
15;27;33.0;52.0;47;27;19.0;19.0
3;27;33.0;62.0;48;28;29.0;29.0
18;28;34.0;50.0;49;22;15.0;16.0
9;30;34.0;60.0;50;23;25.0;26.0
13;32;35.0;39.0;52;28;7.0;4.0
11;32;35.0;61.0;53;6;26.0;26.0
10;34;36.0;53.0;54;5;17.0;17.0
