server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
0;2;2.0;17.0;0;4;14.0;15.0
1;2;2.0;17.0;2;1;18.0;15.0
2;2;2.0;13.0;1;9;13.0;11.0
3;5;5.0;33.0;4;13;29.0;28.0
4;5;5.0;23.0;3;18;16.0;18.0
5;6;6.0;7.0;5;28;1.0;1.0
6;7;7.0;9.0;6;26;3.0;2.0
8;8;8.0;18.0;8;2;8.0;10.0
10;8;8.0;27.0;10;28;19.0;19.0
11;8;8.0;28.0;12;29;21.0;20.0
12;8;8.0;20.0;13;21;12.0;12.0
13;8;8.0;16.0;11;1;7.0;8.0
15;8;8.0;40.0;7;8;26.0;32.0
16;8;8.0;28.0;9;0;19.0;20.0
17;9;9.0;16.0;14;20;9.0;7.0
18;11;11.0;19.0;15;24;7.0;8.0
7;13;13.0;26.0;19;9;14.0;13.0
5;13;13.0;39.0;20;6;28.0;26.0
6;13;13.0;20.0;21;10;9.0;7.0
2;13;13.0;20.0;16;3;9.0;7.0
17;13;16.0;26.0;17;6;10.0;10.0
13;14;16.0;41.0;23;11;24.0;25.0
0;15;17.0;21.0;24;19;5.0;4.0
1;15;17.0;21.0;25;27;5.0;4.0
19;15;17.242377240349924;37.242377240349924;26;14;21.0;20.0
8;18;18.0;23.0;37;5;5.0;5.0
18;16;19.0;37.0;29;12;16.0;18.0
14;15;19.49900258317672;47.49900258317672;28;22;27.0;28.0
6;19;20.0;25.0;40;17;4.0;5.0
12;20;20.0;31.0;43;20;11.0;11.0
2;18;20.0;36.0;36;14;20.0;16.0
0;21;21.0;26.0;46;19;5.0;5.0
1;15;21.0;27.0;27;27;5.0;6.0
9;16;21.083923783659237;46.08392378365924;31;11;26.0;25.0
8;18;23.0;45.0;33;28;22.0;22.0
4;22;23.0;42.0;51;5;13.0;19.0
6;22;25.0;33.0;49;8;9.0;8.0
7;22;26.0;38.0;52;26;11.0;12.0
17;24;26.0;54.0;53;14;27.0;28.0
0;25;26.0;30.0;57;19;5.0;4.0
10;18;27.0;46.0;34;21;19.0;19.0
1;18;27.0;35.0;38;20;7.0;8.0
16;18;28.0;48.0;39;5;21.0;20.0
11;20;28.0;51.0;41;20;24.0;23.0
0;30;30.0;42.0;68;27;6.0;12.0
12;20;31.0;51.0;42;29;20.0;20.0
6;32;33.0;50.0;70;5;18.0;17.0
3;32;33.0;42.0;69;17;8.0;9.0
1;34;35.0;36.0;72;2;1.0;1.0
1;34;36.0;55.0;71;15;19.0;19.0
2;21;36.0;55.0;45;27;19.0;19.0
18;22;37.0;38.0;47;18;1.0;1.0
19;22;37.242377240349924;52.242377240349924;48;29;15.0;15.0
7;24;38.0;60.0;54;23;21.0;22.0
18;25;38.0;66.0;55;16;27.0;28.0
5;39;39.0;61.0;82;3;22.0;22.0
15;39;40.0;41.0;83;19;6.0;1.0
13;40;41.0;70.0;84;23;28.0;29.0
15;25;41.0;56.0;56;17;12.0;15.0
3;42;42.0;67.0;90;22;27.0;25.0
4;42;42.0;51.0;95;20;10.0;9.0
0;25;42.0;49.0;58;10;6.0;7.0
8;43;45.0;60.0;97;10;16.0;15.0
10;43;46.0;75.0;98;15;28.0;29.0
9;44;46.08392378365924;68.08392378365923;111;26;22.0;21.999999999999993
14;47;47.49900258317672;69.49900258317672;122;16;27.0;22.0
16;48;48.0;70.0;123;1;22.0;22.0
0;47;49.0;65.0;121;16;16.0;16.0
6;44;50.0;75.0;103;15;25.0;25.0
11;47;51.0;70.0;120;9;19.0;19.0
12;47;51.0;57.0;115;1;6.0;6.0
4;44;51.0;59.0;106;24;7.0;8.0
19;52;52.242377240349924;66.24237724034992;133;15;15.0;14.0
17;48;54.0;80.0;125;16;25.0;26.0
1;44;55.0;63.0;107;8;7.0;8.0
2;27;55.0;59.0;59;0;4.0;4.0
15;56;56.0;79.0;139;24;23.0;23.0
12;27;57.0;67.0;60;13;11.0;10.0
4;27;59.0;78.0;61;23;20.0;19.0
2;27;59.0;84.0;62;17;25.0;25.0
7;27;60.0;71.0;63;25;10.0;11.0
8;28;60.0;72.0;65;26;12.0;12.0
1;28;63.0;64.0;67;2;1.0;1.0
1;64;64.0;71.0;147;8;7.0;7.0
0;36;65.0;78.0;75;26;12.0;13.0
18;37;66.0;74.0;78;17;8.0;8.0
19;37;66.24237724034992;83.24237724034992;79;3;18.0;17.0
12;40;67.0;85.0;85;26;17.0;18.0
3;40;67.0;85.0;86;26;20.0;18.0
9;42;68.08392378365923;90.08392378365923;87;26;22.0;22.0
14;42;69.49900258317672;82.49900258317672;88;4;16.0;13.0
16;42;70.0;76.0;89;6;5.0;6.0
11;42;70.0;81.0;91;15;12.0;11.0
13;42;70.0;79.0;92;6;9.0;9.0
7;42;71.0;92.0;94;28;19.0;21.0
1;43;71.0;91.0;99;23;20.0;20.0
8;43;72.0;82.0;100;3;11.0;10.0
18;43;74.0;77.0;101;20;1.0;3.0
6;43;75.0;77.0;102;26;3.0;2.0
10;44;75.0;84.0;109;5;7.0;9.0
16;44;76.0;96.0;110;11;19.0;20.0
18;44;77.0;95.0;112;6;17.0;18.0
6;47;77.0;106.0;113;19;28.0;29.0
4;78;78.0;82.0;163;13;3.0;4.0
0;78;78.0;100.0;166;21;21.0;22.0
13;78;79.0;88.0;169;15;10.0;9.0
15;79;79.0;91.0;170;5;13.0;12.0
17;47;80.0;104.0;114;5;23.0;24.0
11;47;81.0;102.0;116;12;22.0;21.0
8;47;82.0;87.0;117;12;4.0;5.0
4;48;82.0;97.0;124;10;16.0;15.0
14;50;82.49900258317672;96.49900258317672;128;8;14.0;14.0
19;83;83.24237724034992;110.24237724034992;173;17;28.0;27.0
10;84;84.0;102.0;174;18;18.0;18.0
2;52;84.0;90.0;130;19;5.0;6.0
12;52;85.0;92.0;131;1;6.0;7.0
3;52;85.0;91.0;132;27;6.0;6.0
8;86;87.0;106.0;183;11;20.0;19.0
13;53;88.0;98.0;135;6;9.0;10.0
2;90;90.0;107.0;186;4;18.0;17.0
9;53;90.08392378365923;116.08392378365923;138;21;28.0;26.0
15;91;91.0;101.0;189;20;9.0;10.0
3;60;91.0;103.0;141;11;11.0;12.0
1;60;91.0;101.0;142;19;10.0;10.0
7;64;92.0;117.0;145;8;27.0;25.0
12;64;92.0;109.0;146;22;18.0;17.0
18;93;95.0;120.0;191;9;23.0;25.0
16;66;96.0;102.0;150;21;5.0;6.0
14;69;96.49900258317672;108.49900258317672;153;11;11.0;12.0
4;72;97.0;120.0;156;26;23.0;23.0
13;98;98.0;123.0;202;12;25.0;25.0
0;99;100.0;119.0;209;24;16.0;19.0
