server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
0;2;2.0;25.0;0;1;22.0;23.0
1;3;3.0;19.0;1;24;12.0;16.0
2;5;5.0;15.0;4;17;8.0;10.0
3;5;5.0;12.0;5;28;5.0;7.0
4;5;5.0;14.0;2;2;8.0;9.0
6;6;6.0;14.0;8;13;9.0;8.0
8;6;6.0;15.0;7;12;8.0;9.0
9;8;8.0;20.0;11;2;12.0;12.0
10;8;8.0;13.0;12;12;6.0;5.0
12;8;8.0;25.0;9;19;19.0;17.0
13;8;8.0;29.0;10;24;20.0;21.0
16;5;9.0;25.0;3;2;12.0;16.0
18;9;9.0;24.0;13;12;15.0;15.0
17;11;11.0;28.0;14;29;17.0;17.0
7;15;15.0;19.0;16;2;4.0;4.0
14;15;15.0;18.0;17;5;4.0;3.0
15;15;15.0;17.0;20;29;4.0;2.0
19;15;15.0;19.0;18;27;4.0;4.0
10;15;15.0;18.0;19;20;4.0;3.0
3;16;16.0;25.0;24;28;5.0;9.0
6;16;16.0;25.0;21;24;8.0;9.0
8;16;16.0;21.0;22;12;8.0;5.0
4;16;16.0;23.0;23;1;6.0;7.0
15;17;17.0;42.0;25;6;27.0;25.0
14;19;19.0;29.0;33;0;8.0;10.0
7;19;19.0;21.0;30;22;2.0;2.0
19;19;19.0;26.0;36;10;6.0;7.0
10;19;19.0;22.0;29;18;3.0;3.0
2;19;19.0;20.0;31;19;2.0;1.0
1;19;19.0;43.0;32;4;22.0;24.0
11;19;19.05026649249681;26.05026649249681;34;4;5.0;7.0
5;19;19.46237323431685;26.46237323431685;26;20;9.0;7.0
2;19;20.0;23.0;27;5;2.0;3.0
9;19;20.0;36.0;28;7;15.0;16.0
7;21;21.0;26.0;39;19;5.0;5.0
8;21;21.0;31.0;38;7;11.0;10.0
10;22;22.0;27.0;41;2;4.0;5.0
2;22;23.0;31.0;42;17;8.0;8.0
4;19;23.0;50.0;35;20;27.0;27.0
18;25;25.0;27.0;47;15;5.0;2.0
3;19;25.0;28.0;37;23;2.0;3.0
16;25;25.0;42.0;43;19;19.0;17.0
12;25;25.0;34.0;46;29;9.0;9.0
6;25;25.0;38.0;44;21;10.0;13.0
0;25;25.0;47.0;45;9;22.0;22.0
19;26;26.0;33.0;49;11;3.0;7.0
7;26;26.0;33.0;50;18;12.0;7.0
11;26;26.05026649249681;44.05026649249681;52;27;18.0;18.0
5;26;26.46237323431685;36.46237323431685;48;14;8.0;10.0
10;26;27.0;33.0;51;5;6.0;6.0
17;28;28.0;38.0;54;23;8.0;10.0
3;26;28.0;47.0;53;16;18.0;19.0
14;32;32.0;51.0;60;3;18.0;19.0
13;32;32.0;39.0;57;20;8.0;7.0
2;32;32.0;38.0;59;22;6.0;6.0
8;32;32.0;54.0;58;13;24.0;22.0
19;34;34.0;36.0;62;24;2.0;2.0
7;34;34.0;42.0;63;4;8.0;8.0
10;34;34.0;39.0;61;29;4.0;5.0
19;36;36.0;37.0;64;24;2.0;1.0
12;36;36.0;52.0;67;15;17.0;16.0
9;36;36.0;44.0;68;18;9.0;8.0
5;36;36.46237323431685;38.46237323431685;69;17;1.0;2.0
19;36;37.0;46.0;65;8;10.0;9.0
17;37;38.0;45.0;70;22;7.0;7.0
5;40;40.0;54.0;72;15;13.0;14.0
10;40;40.0;42.0;71;3;1.0;2.0
2;32;40.0;63.0;55;13;19.0;23.0
13;40;40.0;51.0;73;3;10.0;11.0
6;40;40.0;59.0;74;0;19.0;19.0
18;41;41.02827841001303;63.02827841001303;75;11;23.0;22.0
7;42;42.0;58.0;79;11;18.0;16.0
15;42;42.0;54.0;77;17;13.0;12.0
10;42;42.0;55.0;78;21;13.0;13.0
16;41;42.0;69.0;76;8;25.0;27.0
9;43;44.0;51.0;80;25;7.0;7.0
11;45;45.0;52.0;81;19;7.0;7.0
17;45;45.0;60.0;82;25;14.0;15.0
19;47;47.0;50.0;85;13;4.0;3.0
0;47;47.0;59.0;84;17;9.0;12.0
19;49;50.0;56.0;87;17;5.0;6.0
4;47;50.0;65.0;83;5;15.0;15.0
14;51;51.0;74.0;91;19;25.0;23.0
13;49;51.0;57.0;89;18;7.0;6.0
9;51;51.0;62.0;92;15;11.0;11.0
11;51;52.0;60.0;90;19;7.0;8.0
5;53;54.0;58.0;95;18;4.0;4.0
15;53;54.0;69.0;94;0;16.0;15.0
8;49;54.0;61.0;88;26;7.0;7.0
10;55;55.0;79.0;99;1;24.0;24.0
19;55;56.0;59.0;97;25;4.0;3.0
1;56;56.379317793872275;80.37931779387227;100;0;24.0;24.0
13;56;57.0;65.0;101;28;7.0;8.0
5;55;58.0;63.0;98;18;4.0;5.0
7;57;58.0;64.0;102;2;4.0;6.0
19;59;59.0;67.0;106;1;6.0;8.0
6;59;59.0;82.0;105;19;22.0;23.0
0;59;59.0;66.0;104;11;7.0;7.0
11;59;60.0;64.0;103;10;6.0;4.0
17;47;60.0;73.0;86;15;14.0;13.0
8;61;61.0;71.0;110;15;10.0;10.0
9;61;62.0;72.0;109;18;9.0;10.0
5;62;63.0;64.0;111;17;1.0;1.0
2;61;63.0;73.0;108;27;11.0;10.0
5;53;64.0;74.0;93;2;13.0;10.0
11;63;64.0;66.0;112;6;3.0;2.0
7;63;64.0;72.0;113;3;9.0;8.0
12;55;64.23762095071243;75.23762095071243;96;13;10.0;11.0
13;61;65.0;90.0;107;0;24.0;25.0
3;66;66.0;81.0;117;3;13.0;15.0
11;66;66.0;68.0;126;4;5.0;2.0
4;66;66.0;72.0;127;13;5.0;6.0
0;66;66.0;84.0;121;3;16.0;18.0
